hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,adr_zscore,hotel_encoded,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,total_stay,total_guests,lead_time_category,stay_type,revenue_category,season,guest_status
Resort Hotel,0,35,2015,July,27,1,0,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,145.0,0,0,Check-Out,2015-07-05,0.7010626653501772,1,0,0,1,0,0,4,2.0,Medium,Weekday,High,Monsoon,New Guest
Resort Hotel,0,68,2015,July,27,1,0,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0.0,0,Transient,97.0,0,3,Check-Out,2015-07-05,-0.1733990259138673,1,1,0,0,0,0,4,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,18,2015,July,27,1,0,4,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,241.0,0.0,0,Transient,154.77,0,1,Check-Out,2015-07-05,0.8790520554262131,1,0,0,1,0,0,4,3.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,37,2015,July,27,1,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,0.0,0,Transient,94.71,0,0,Check-Out,2015-07-05,-0.2151181357679229,1,1,0,0,0,0,4,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,68,2015,July,27,1,0,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0.0,0,Transient,97.0,0,3,Check-Out,2015-07-05,-0.1733990259138673,1,1,0,0,0,0,4,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,37,2015,July,27,1,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,0.0,0,Contract,97.5,0,0,Check-Out,2015-07-05,-0.1642900499632002,1,1,0,0,0,0,4,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,12,2015,July,27,1,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,0.0,0,Transient,88.2,0,0,Check-Out,2015-07-02,-0.3337170026456088,1,1,0,0,0,0,1,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,0,2015,July,27,1,0,1,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,G,0,No Deposit,0.0,110.0,0,Transient,107.42,0,0,Check-Out,2015-07-02,0.0164320328980356,1,1,0,0,0,0,1,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,7,2015,July,27,1,0,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0.0,0,Transient,153.0,0,1,Check-Out,2015-07-05,0.8468062805608513,1,1,0,0,0,0,4,2.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,37,2015,July,27,1,1,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,97.29,0,1,Check-Out,2015-07-06,-0.1681158198624802,1,1,0,0,0,0,5,1.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,72,2015,July,27,1,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,0.0,0,Transient,84.67,0,1,Check-Out,2015-07-07,-0.3980263728573187,1,1,0,0,0,0,6,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,72,2015,July,27,1,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0.0,0,Transient,99.67,0,1,Check-Out,2015-07-07,-0.1247570943373048,1,1,0,0,0,0,6,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,127,2015,July,27,1,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,I,0,No Deposit,115.0,0.0,0,Contract,94.95,0,1,Check-Out,2015-07-01,-0.2107458273116025,1,0,0,1,0,0,7,2.0,Long,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,78,2015,July,27,1,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,0.0,0,Transient,63.6,1,0,Check-Out,2015-07-08,-0.7818786194184316,1,1,0,0,0,0,7,2.0,Medium,Weekday,Low,Monsoon,New Guest
Resort Hotel,0,48,2015,July,27,1,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Contract,79.5,0,0,Check-Out,2015-07-08,-0.4922131841872169,1,1,0,0,0,0,7,2.0,Medium,Weekday,Low,Monsoon,New Guest
Resort Hotel,1,60,2015,July,27,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,107.0,0,2,Canceled,2015-05-11,0.0087804930994752,1,1,0,0,0,0,7,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,77,2015,July,27,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,94.0,0,0,Check-Out,2015-07-08,-0.2280528816178701,1,1,0,0,0,0,7,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,99,2015,July,27,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,87.3,1,1,Check-Out,2015-07-08,-0.3501131593568097,1,1,0,0,0,0,7,2.0,Long,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,118,2015,July,27,1,4,10,1,0.0,0,BB,Unknown,Direct,Direct,0,0,0,A,A,2,No Deposit,0.0,0.0,0,Transient,62.0,0,2,Check-Out,2015-07-15,-0.8110273424605665,1,1,0,0,0,0,14,1.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,0,95,2015,July,27,1,4,11,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,63.86,0,0,Check-Out,2015-07-16,-0.7771419519240848,1,1,0,0,0,0,15,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,1,96,2015,July,27,1,2,8,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,108.3,0,2,Canceled,2015-05-29,0.0324638305712097,1,1,0,0,0,0,10,2.0,Long,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,69,2015,July,27,2,2,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,175.0,0.0,0,Transient,65.5,0,0,Check-Out,2015-07-08,-0.7472645108058965,1,1,0,0,0,0,6,2.0,Medium,Weekday,Low,Monsoon,New Guest
Resort Hotel,1,45,2015,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,108.8,0,1,Canceled,2015-05-19,0.0415728065218768,1,1,0,0,0,0,4,3.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,40,2015,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,108.8,0,1,Canceled,2015-06-19,0.0415728065218768,1,1,0,0,0,0,4,3.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,15,2015,July,27,2,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,98.0,0,0,Check-Out,2015-07-06,-0.1551810740125331,1,1,0,0,0,0,4,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,36,2015,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,108.8,0,1,Check-Out,2015-07-06,0.0415728065218768,1,1,0,0,0,0,4,3.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,43,2015,July,27,2,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0.0,0,Transient,108.8,0,0,Canceled,2015-05-23,0.0415728065218768,1,1,0,0,0,0,4,3.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,70,2015,July,27,2,2,3,2,0.0,0,HB,ROU,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0.0,0,Transient,137.0,0,1,Check-Out,2015-07-07,0.5553190501395031,1,0,0,1,0,0,5,2.0,Medium,Weekday,High,Monsoon,New Guest
Resort Hotel,1,45,2015,July,27,2,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,0.0,0,Transient,117.81,0,0,Canceled,2015-05-18,0.2057165531528987,1,1,0,0,0,0,5,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,45,2015,July,27,2,2,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,0.0,0,Contract,79.5,0,0,Check-Out,2015-07-07,-0.4922131841872169,1,1,0,0,0,0,5,2.0,Medium,Weekday,Low,Monsoon,New Guest
Resort Hotel,0,16,2015,July,27,2,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,0.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-07,0.3002677235208234,1,1,0,0,0,0,5,2.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,107,2015,July,27,2,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,110.7,0,2,Check-Out,2015-07-09,0.076186915134412,1,1,0,0,0,0,7,2.0,Long,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,47,2015,July,27,2,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,153.0,0,0,Canceled,2015-06-02,0.8468062805608513,1,1,0,0,0,0,7,4.0,Medium,Weekday,High,Monsoon,New Guest
Resort Hotel,0,96,2015,July,27,2,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,134.0,0.0,0,Transient,58.95,0,1,Check-Out,2015-07-09,-0.8665920957596359,1,1,0,0,0,0,7,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,0,113,2015,July,27,2,2,5,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156.0,0.0,0,Transient-Party,82.88,0,2,Check-Out,2015-07-09,-0.4306365067607072,1,1,0,0,0,0,7,2.0,Long,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,90,2015,July,27,2,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,243.0,0.0,0,Contract,82.35,0,0,Check-Out,2015-07-09,-0.4402920212684144,1,0,0,1,0,0,7,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,50,2015,July,27,2,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,241.0,0.0,0,Transient,119.35,0,1,Check-Out,2015-07-09,0.2337721990809532,1,0,0,1,0,0,7,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,113,2015,July,27,2,2,5,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156.0,0.0,0,Transient-Party,67.58,0,2,Check-Out,2015-07-09,-0.7093711708511213,1,1,0,0,0,0,7,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,0,93,2015,July,27,2,3,8,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156.0,0.0,0,Contract,56.01,0,0,Check-Out,2015-07-13,-0.9201528743495588,1,1,0,0,0,0,11,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,0,76,2015,July,27,2,4,10,2,0.0,0,BB,OMN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,110.7,0,0,Check-Out,2015-07-16,0.076186915134412,1,1,0,0,0,0,14,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,3,2015,July,27,2,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,88.2,1,0,Check-Out,2015-07-03,-0.3337170026456088,1,1,0,0,0,0,1,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,1,2015,July,27,2,0,1,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,147.0,1,0,Check-Out,2015-07-03,0.7374985691528457,1,1,0,0,0,0,1,2.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,1,2015,July,27,2,0,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0.0,0,Transient,107.0,1,2,Check-Out,2015-07-03,0.0087804930994752,1,1,0,0,0,0,1,4.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,0,2015,July,27,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,0.0,0.0,0,Transient,147.0,0,0,Check-Out,2015-07-03,0.7374985691528457,1,1,0,0,0,0,1,2.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,0,2015,July,27,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,0.0,0,Transient,117.9,0,2,Check-Out,2015-07-03,0.2073561688240188,1,1,0,0,0,0,1,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,0,2015,July,27,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,0.0,0.0,0,Transient,123.0,0,0,Check-Out,2015-07-03,0.3002677235208234,1,1,0,0,0,0,1,2.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,14,2015,July,27,2,0,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242.0,0.0,0,Transient,98.0,0,1,Check-Out,2015-07-04,-0.1551810740125331,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,10,2015,July,27,2,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,0.0,0,Transient,117.81,0,0,Check-Out,2015-07-04,0.2057165531528987,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,5,2015,July,27,2,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,135.0,1,2,Check-Out,2015-07-04,0.5188831463368346,1,1,0,0,0,0,2,2.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,17,2015,July,27,2,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,133.0,0,1,Check-Out,2015-07-05,0.482447242534166,1,1,0,0,0,0,3,2.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,93,2015,July,27,2,0,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,115.0,0.0,0,Contract,58.95,0,0,Check-Out,2015-07-05,-0.8665920957596359,1,1,0,0,0,0,3,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,1,3,2015,July,27,2,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,136.33,0,2,Canceled,2015-06-29,0.5431130223656094,1,0,0,1,0,0,3,2.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,10,2015,July,27,3,0,2,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,H,0,No Deposit,240.0,0.0,0,Transient,153.0,1,0,Check-Out,2015-07-05,0.8468062805608513,1,1,0,0,0,0,2,4.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,3,2015,July,27,3,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,110.5,0,0,Check-Out,2015-07-05,0.0725433247541451,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,51,2015,July,27,3,0,2,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient,97.0,0,0,Check-Out,2015-07-05,-0.1733990259138673,1,1,0,0,0,0,2,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,71,2015,July,27,3,0,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,110.3,0,2,Canceled,2015-06-16,0.0688997343738782,1,1,0,0,0,0,2,3.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,63,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,82.0,0,2,Canceled,2015-06-18,-0.4466683044338813,1,1,0,0,0,0,2,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,62,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,97.0,0,1,Canceled,2015-07-03,-0.1733990259138673,1,1,0,0,0,0,2,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,101,2015,July,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,73.8,0,1,Canceled,2015-06-12,-0.5960555100248223,1,1,0,0,0,0,2,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,0,2,2015,July,27,3,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,0.0,0,Transient,91.5,0,0,Check-Out,2015-07-05,-0.2735977613712058,1,0,0,1,0,0,2,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,15,2015,July,27,3,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,114.5,0,0,Check-Out,2015-07-05,0.1454151323594822,1,1,0,0,0,0,2,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,51,2015,July,27,3,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,110.3,0,0,Canceled,2015-06-09,0.0688997343738782,1,1,0,0,0,0,2,3.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,3,2015,July,27,3,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,90.9,1,0,Check-Out,2015-07-06,-0.2845285325120062,1,1,0,0,0,0,3,2.0,Short,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,48,2015,July,27,3,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,123.0,0,0,Canceled,2015-05-26,0.3002677235208234,1,1,0,0,0,0,3,2.0,Medium,Weekday,High,Monsoon,New Guest
Resort Hotel,0,2,2015,July,27,3,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,122.0,0,0,Check-Out,2015-07-07,0.2820497716194892,1,1,0,0,0,0,4,1.0,Short,Weekday,High,Monsoon,New Guest
Resort Hotel,0,72,2015,July,27,3,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,105.0,0.0,0,Transient,110.7,1,0,Check-Out,2015-07-07,0.076186915134412,1,1,0,0,0,0,4,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,81,2015,July,27,3,2,6,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,0.0,0,Transient,85.86,0,0,Check-Out,2015-07-11,-0.376347010094731,1,1,0,0,0,0,8,3.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,99,2015,July,27,3,2,7,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,58.95,0,0,Check-Out,2015-07-12,-0.8665920957596359,1,1,0,0,0,0,9,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,1,368,2015,July,27,3,3,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,55.68,0,0,Canceled,2015-05-19,-0.9261647984769992,1,1,0,0,0,0,10,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,0,364,2015,July,27,3,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0.0,0,Contract,55.68,0,0,Check-Out,2015-07-13,-0.9261647984769992,1,1,0,0,0,0,10,2.0,Long,Weekday,Low,Monsoon,New Guest
Resort Hotel,1,81,2015,July,27,3,3,7,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,0.0,0,Transient,124.0,0,1,Canceled,2015-06-09,0.3184856754221577,1,0,0,1,0,0,10,2.0,Medium,Weekday,High,Monsoon,New Guest
Resort Hotel,0,99,2015,July,27,3,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,115.0,0.0,0,Contract,111.15,0,0,Check-Out,2015-07-13,0.0843849934900125,1,0,0,1,0,0,10,2.0,Long,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,324,2015,July,27,3,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0.0,0,Contract,134.73,0,0,Check-Out,2015-07-17,0.5139642993234741,1,0,0,1,0,0,14,2.0,Long,Weekday,High,Monsoon,New Guest
Resort Hotel,0,69,2015,July,27,3,4,10,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,241.0,0.0,0,Transient,92.45,0,1,Check-Out,2015-07-17,-0.2562907070649382,1,1,0,0,0,0,14,2.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,1,79,2015,July,27,3,6,15,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,108.73,0,2,Canceled,2015-04-15,0.0402975498887836,1,1,0,0,0,0,21,3.0,Medium,Weekday,Medium,Monsoon,New Guest
Resort Hotel,0,12,2015,July,27,3,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,0.0,0,Transient,73.8,0,0,Check-Out,2015-07-04,-0.5960555100248223,1,1,0,0,0,0,1,2.0,Short,Weekday,Low,Monsoon,New Guest
